target_id	ens_gene	ext_gene	biotype	log2FC	qval
ENST00000297350.9	ENSG00000164761	TNFRSF11B	protein_coding	4.35824532032327	0.00579280538934495
MSTRG.11607.6	NA	NA	NA	0.440844128588029	0.00579280538934495
ENST00000617557.1	ENSG00000278598	MIR6775	miRNA	0.81745833510626	0.00580502590239596
ENST00000676842.1	ENSG00000135486	HNRNPA1	nonsense_mediated_decay	0.924477724998513	0.00581158750138784
ENST00000685339.1	ENSG00000291142		lncRNA	-1.28278605981912	0.00581328726949734
ENST00000404621.5	ENSG00000196498	NCOR2	protein_coding	-0.77530670057339	0.00581746934371227
ENST00000371804.4	ENSG00000185745	IFIT1	protein_coding	-0.684183197307646	0.00583413183558599
ENST00000456417.5	ENSG00000106258	CYP3A5	nonsense_mediated_decay	3.50333593042172	0.0058392020692601
ENST00000374787.7	ENSG00000136824	SMC2	protein_coding	-0.338868105226599	0.00585057957048493
ENST00000502935.6	ENSG00000108039	XPNPEP1	protein_coding	0.285498448368227	0.00585057957048493
ENST00000614754.4	ENSG00000196588	MRTFA	protein_coding	4.24322407776663	0.00585354263846773
ENST00000464321.5	ENSG00000107672	NSMCE4A	protein_coding_CDS_not_defined	0.890111523483078	0.00585534744558958
ENST00000482657.1	ENSG00000214402	LCNL1	retained_intron	2.41089463481182	0.00586131658017568
ENST00000335968.8	ENSG00000185418	TARS3	protein_coding	-0.48927295237841	0.00586131658017568
ENST00000695481.2	ENSG00000144026	ZNF514	protein_coding	-0.620944052062373	0.00586327090107399
ENST00000558684.5	ENSG00000137819	PAQR5	protein_coding	-2.37397098806252	0.00587940312127432
ENST00000375344.8	ENSG00000148110	MFSD14B	protein_coding	-0.298218500570972	0.00588231614956624
ENST00000617022.4	ENSG00000134574	DDB2	retained_intron	-3.53344443259065	0.0058833821910441
MSTRG.23343.1	NA	NA	NA	3.23842694180815	0.00590157690072581
MSTRG.16774.2	NA	NA	NA	0.626239585275491	0.0059114881469274
ENST00000606557.1	ENSG00000089006	SNX5	protein_coding	0.522050200359581	0.00592895878617531
ENST00000262207.9	ENSG00000121005	CRISPLD1	protein_coding	-2.95892015759985	0.00593356989394875
ENST00000484298.5	ENSG00000116127	ALMS1	protein_coding	-0.485753586154904	0.00593631851872033
ENST00000562743.5	ENSG00000103194	USP10	protein_coding_CDS_not_defined	0.823601880337662	0.00594174903185635
ENST00000481058.2	ENSG00000168615	ADAM9	retained_intron	1.50719904266021	0.00594457125804246
ENST00000592231.6	ENSG00000055483	USP36	protein_coding	-0.357870496316845	0.00595439753154329
ENST00000530927.5	ENSG00000112699	GMDS	protein_coding	1.1804849547493	0.00595486490074899
ENST00000545511.5	ENSG00000081760	AACS	retained_intron	0.697657664226822	0.00596159494077544
ENST00000704014.1	ENSG00000165119	HNRNPK	protein_coding	-0.255740772414454	0.00597008259570335
ENST00000380641.4	ENSG00000044459	CNTLN	protein_coding	0.391186747444037	0.00598092321908357
ENST00000537328.6	ENSG00000134825	TMEM258	protein_coding	0.326694283468736	0.00601565652234713
ENST00000407236.6	ENSG00000186951	PPARA	protein_coding	0.52730338457276	0.00601910067283438
ENST00000649622.1	ENSG00000005801	ZNF195	retained_intron	0.443577621226762	0.00602311764294162
ENST00000678796.1	ENSG00000182718	ANXA2	retained_intron	0.363422381202058	0.00602311764294162
ENST00000374694.3	ENSG00000177283	FZD8	protein_coding	-1.43094540678581	0.00602601502697607
ENST00000510409.1	ENSG00000120727	PAIP2	retained_intron	0.668276550234963	0.00602716773659204
ENST00000547975.5	ENSG00000204954	UQCC6	protein_coding	0.635163997003881	0.00602716773659204
ENST00000375978.5	ENSG00000179772	FOXS1	protein_coding	-3.21961640011422	0.00603836888395806
ENST00000343255.9	ENSG00000188529	SRSF10	protein_coding	-0.291592014063649	0.00603864172872206
ENST00000394329.9	ENSG00000196159	FAT4	protein_coding	-1.12445740293293	0.00604529391366777
MSTRG.2531.3	NA	NA	NA	-0.250379124122384	0.0060456199979484
ENST00000252599.9	ENSG00000130309	COLGALT1	protein_coding	-0.939731359346454	0.00604597711561084
ENST00000395678.7	ENSG00000025708	TYMP	protein_coding	-3.82948415703271	0.00606103972232417
ENST00000505306.5	ENSG00000005884	ITGA3	retained_intron	-1.09016789646879	0.00606986054556861
ENST00000331426.6	ENSG00000184898	RBM43	protein_coding	-0.410871833352908	0.00607555771768943
ENST00000560715.5	ENSG00000140391	TSPAN3	retained_intron	1.03201240173081	0.00607555771768943
MSTRG.5637.1	NA	NA	NA	-0.278895075271789	0.00608339456752905
ENST00000397628.5	ENSG00000160310	PRMT2	protein_coding	-0.594015522165688	0.00609415742753591
ENST00000508003.2	ENSG00000113013	HSPA9	retained_intron	0.775777658506589	0.00610224504594964
ENST00000470557.2	ENSG00000141378	PTRH2	protein_coding	0.491252035681791	0.00610373676040076
ENST00000557457.1	ENSG00000185567	AHNAK2	protein_coding	-0.461534741535544	0.00610515068963529
ENST00000409180.1	ENSG00000132313	MRPL35	protein_coding	-0.340919585400654	0.00610853218247718
ENST00000491617.5	ENSG00000114744	COMMD2	nonsense_mediated_decay	0.852114185510967	0.00611210000276701
ENST00000296370.4	ENSG00000163993	S100P	protein_coding	1.47052937408831	0.00611210000276701
ENST00000651296.2	ENSG00000177103	DSCAML1	protein_coding	4.12216664971678	0.00614353784475474
MSTRG.10241.2	NA	NA	NA	3.99262584655078	0.00614353784475474
MSTRG.11501.1	NA	NA	NA	0.333013642658264	0.00614353784475474
MSTRG.7585.3	NA	NA	NA	1.28018729691153	0.00614353784475474
ENST00000236914.7	ENSG00000116833	NR5A2	protein_coding	0.45487834315843	0.00615837034521061
ENST00000638937.1	ENSG00000082212	ME2	protein_coding	4.30929872360907	0.00616948407014957
MSTRG.7321.18	NA	NA	NA	0.681939833178081	0.00617257799455919
ENST00000246802.10	ENSG00000105373	NOP53	protein_coding	-0.400221080894177	0.00617515225126627
ENST00000481551.5	ENSG00000127993	RBM48	protein_coding	0.612652051689289	0.00618759082126102
MSTRG.16203.21	NA	NA	NA	-0.618890462107591	0.00620616202380805
ENST00000660435.1	ENSG00000221914	PPP2R2A	protein_coding	4.1848016804601	0.00621417936491996
ENST00000357390.8	ENSG00000171109	MFN1	nonsense_mediated_decay	-0.386977059679115	0.00622320475021677
MSTRG.16090.10	NA	NA	NA	0.693374994006885	0.00622320475021677
MSTRG.17279.5	NA	NA	NA	-0.666832485116482	0.00622430755224504
ENST00000612393.4	ENSG00000278622	TSEN34	protein_coding	-0.362083403229798	0.00623288584999099
ENST00000618135.4	ENSG00000274129	TSEN34	protein_coding	-0.362083403229798	0.00623288584999099
MSTRG.19265.13	NA	NA	NA	0.489025971844445	0.00623288584999099
MSTRG.26656.8	NA	NA	NA	0.649407743305119	0.00624255466340409
ENST00000575069.6	ENSG00000185624	P4HB	nonsense_mediated_decay	4.5805889229045	0.00624446170232285
ENST00000430362.2	ENSG00000107959	PITRM1	protein_coding	-1.08091615377842	0.00624539618609588
ENST00000371158.6	ENSG00000132849	PATJ	protein_coding	0.486404826598381	0.00624539618609588
ENST00000547613.1	ENSG00000135480	KRT7	protein_coding_CDS_not_defined	-0.766133230052058	0.00624991555741022
ENST00000302472.4	ENSG00000171522	PTGER4	protein_coding	-1.11473443905399	0.00625104048917857
ENST00000341441.9	ENSG00000106484	MEST	protein_coding	-0.582480437618228	0.00626251969707991
ENST00000272164.6	ENSG00000143816	WNT9A	protein_coding	0.774909628197836	0.00626315583621778
ENST00000559831.6	ENSG00000140416	TPM1	nonsense_mediated_decay	-0.771604885728573	0.00628390488681088
MSTRG.29266.2	NA	NA	NA	1.40103501656785	0.00629427335317467
MSTRG.22728.1	NA	NA	NA	-0.800363955546538	0.00629492175846736
ENST00000423368.6	ENSG00000080802	CNOT4	protein_coding	4.43142048975784	0.00633834145612218
ENST00000440400.3	ENSG00000130402	ACTN4	protein_coding	-0.538813764092657	0.00634934776860989
MSTRG.28332.2	NA	NA	NA	3.92297433313298	0.00634934776860989
MSTRG.28753.6	NA	NA	NA	-0.776814573316605	0.0063499497548092
ENST00000407280.4	ENSG00000216490	IFI30	protein_coding	1.5533399113716	0.00635136313514632
ENST00000320330.8	ENSG00000280789	PAGR1	protein_coding	0.37430244077636	0.00635136313514632
ENST00000472647.5	ENSG00000143156	NME7	protein_coding	-0.561454681897959	0.00635313021577086
ENST00000446026.1	ENSG00000163866	SMIM12	protein_coding	0.780376512407831	0.00635855492568658
ENST00000361204.9	ENSG00000198911	SREBF2	protein_coding	0.389819162364472	0.00635855492568658
ENST00000379663.7	ENSG00000123737	EXOSC9	protein_coding	-0.770381572055358	0.00636494048585948
ENST00000351223.7	ENSG00000132780	NASP	protein_coding	-0.275676951983612	0.00636494048585948
ENST00000559108.1	ENSG00000140416	TPM1	retained_intron	-1.39663411788173	0.00636494048585948
ENST00000350033.8	ENSG00000144524	COPS7B	protein_coding	-0.730571474098058	0.00638101958907686
ENST00000599248.1	ENSG00000142002	DPP9	protein_coding_CDS_not_defined	-3.58527809009794	0.00638481878300286
ENST00000677329.1	ENSG00000163602	RYBP	protein_coding_CDS_not_defined	0.313052623554056	0.0063888534451936
ENST00000678623.1	ENSG00000065911	MTHFD2	protein_coding	-0.739500985238641	0.00638923269952381
MSTRG.26403.1	NA	NA	NA	4.83536548220255	0.00638923269952381
MSTRG.28666.1	NA	NA	NA	0.632914230489898	0.00638923269952381
ENST00000567819.1	ENSG00000260942	CAPN10-DT	lncRNA	-0.707260060267998	0.0063943144539239
ENST00000378292.9	ENSG00000198467	TPM2	protein_coding	-0.357768285997027	0.00639730000995957
ENST00000685801.1	ENSG00000100345	MYH9	protein_coding	-5.33350271844089	0.00640374890293215
ENST00000680391.1	ENSG00000166598	HSP90B1	nonsense_mediated_decay	-0.890924704246686	0.00641034438801123
ENST00000389204.9	ENSG00000198363	ASPH	protein_coding	0.795951392147155	0.00641472279713764
ENST00000443816.5	ENSG00000115414	FN1	protein_coding	0.864565163708282	0.00642071085728502
ENST00000409176.6	ENSG00000091436	MAP3K20	protein_coding	-0.641177413575466	0.00642478767734266
ENST00000649362.1	ENSG00000112541	PDE10A	protein_coding_CDS_not_defined	-1.15812445794949	0.00643630780416334
ENST00000420066.1	ENSG00000115084	SLC35F5	nonsense_mediated_decay	-0.583782311062881	0.00643690498617917
ENST00000307662.5	ENSG00000171992	SYNPO	protein_coding	-1.17383961942519	0.00644327933087882
ENST00000553555.5	ENSG00000100823	APEX1	retained_intron	-0.485120413485567	0.00644789455816027
ENST00000520526.5	ENSG00000164941	INTS8	protein_coding	-0.336645120788693	0.00644789455816027
ENST00000325110.11	ENSG00000112972	HMGCS1	protein_coding	1.5987634832567	0.00645036980973942
ENST00000380871.5	ENSG00000167034	NKX3-1	protein_coding	-0.432926260305297	0.006461553450838
ENST00000547430.2	ENSG00000100644	HIF1A	retained_intron	0.822060214719886	0.00646273285252276
ENST00000588419.1	ENSG00000108840	HDAC5	retained_intron	3.0355412679853	0.00646425616158677
ENST00000395816.7	ENSG00000124225	PMEPA1	protein_coding	-1.13912608053581	0.00646918882180954
ENST00000352634.8	ENSG00000171307	ZDHHC16	protein_coding	-0.633194616549129	0.00652997394521473
ENST00000509842.5	ENSG00000177311	ZBTB38	protein_coding	-0.943790863270388	0.00652997394521473
ENST00000521591.6	ENSG00000145901	TNIP1	protein_coding	-0.491975229898965	0.00653530634831464
ENST00000273860.8	ENSG00000145247	OCIAD2	protein_coding	-0.321221241518695	0.00654351738394503
ENST00000560164.5	ENSG00000140199	SLC12A6	protein_coding	3.912735760122	0.00654728124176794
ENST00000263275.5	ENSG00000125741	OPA3	protein_coding	-0.268635066753307	0.00654728124176794
ENST00000314423.12	ENSG00000141076	UTP4	protein_coding	-0.260655858429328	0.00655177838145005
MSTRG.18163.3	NA	NA	NA	-0.977910769664554	0.00656523867795816
ENST00000568977.1	ENSG00000178773	CPNE7	nonsense_mediated_decay	-1.37626888083813	0.00657448752243313
ENST00000577787.1	ENSG00000108654	DDX5	protein_coding	0.874692673195171	0.00659330054339935
ENST00000481490.3	ENSG00000265817	FSBP	protein_coding	0.458463718500698	0.00659399815132561
ENST00000444284.6	ENSG00000239836	PSMB9	protein_coding	-1.30509149820879	0.00660575125409067
ENST00000383114.8	ENSG00000240118	PSMB9	protein_coding	-1.30509149820879	0.00660575125409067
ENST00000422729.6	ENSG00000243067	PSMB9	protein_coding	-1.30509149820879	0.00660575125409067
ENST00000383234.8	ENSG00000243594	PSMB9	protein_coding	-1.30509149820879	0.00660575125409067
ENST00000252288.8	ENSG00000130005	GAMT	protein_coding	-0.520704643306737	0.0066153135267925
ENST00000698649.1	ENSG00000134352	IL6ST	retained_intron	1.25167865369413	0.00662756701005883
ENST00000374767.5	ENSG00000136783	NIPSNAP3A	protein_coding	-0.331491693823143	0.00664238863793742
ENST00000606621.1	ENSG00000112837	TBX18	protein_coding	0.882241593406164	0.00666135679196515
ENST00000296805.8	ENSG00000164347	GFM2	protein_coding	-0.40779561519719	0.00666575820217062
ENST00000367511.4	ENSG00000135842	NIBAN1	protein_coding	-1.74727282509751	0.00666692326530371
ENST00000360047.9	ENSG00000113448	PDE4D	protein_coding	0.814621997113093	0.00666940386428837
MSTRG.28924.4	NA	NA	NA	-0.493345893411545	0.00668484930410089
ENST00000530440.1	ENSG00000177156	TALDO1	nonsense_mediated_decay	1.26324442606134	0.00668543862627603
ENST00000514004.5	ENSG00000001084	GCLC	protein_coding	0.716288347971754	0.00668543862627603
ENST00000466708.5	ENSG00000162004	CCDC78	retained_intron	-3.79999906424894	0.00668908313235727
ENST00000495381.5	ENSG00000175455	CCDC14	retained_intron	-0.71951016756446	0.00669591190336871
ENST00000632555.1	ENSG00000265241	RBM8A	protein_coding	-0.282475944521757	0.00669697821034289
ENST00000602975.1	ENSG00000269951		lncRNA	0.752200387916297	0.00669748536681383
ENST00000532683.5	ENSG00000119707	RBM25	retained_intron	0.464797055029228	0.00669848080487824
ENST00000398665.8	ENSG00000104885	DOT1L	protein_coding	0.383493647973553	0.00670157811878908
ENST00000644926.1	ENSG00000135083	CCNJL	nonsense_mediated_decay	1.02173812211207	0.00670195738901053
ENST00000691974.1	ENSG00000108094	CUL2	protein_coding	-0.727782804547887	0.00670822619114058
ENST00000623210.1	ENSG00000280138		TEC	0.853212522709713	0.00672214141271494
ENST00000406540.5	ENSG00000119760	SUPT7L	protein_coding	-0.494945066310473	0.00672214141271494
MSTRG.29585.5	NA	NA	NA	-1.37080337236045	0.00673566618457245
MSTRG.9390.13	NA	NA	NA	3.30445114083476	0.00673566618457245
ENST00000368575.5	ENSG00000143545	RAB13	protein_coding	-0.247524263467068	0.00673938378338642
ENST00000556287.5	ENSG00000155465	SLC7A7	nonsense_mediated_decay	1.41663817100967	0.00673938378338642
ENST00000374116.3	ENSG00000137309	HMGA1	protein_coding	0.611132659361065	0.00673938378338642
ENST00000461916.6	ENSG00000144029	MRPS5	retained_intron	-0.717575492925825	0.00674755909294315
ENST00000463859.6	ENSG00000116754	SRSF11	protein_coding_CDS_not_defined	1.1471053477473	0.00675178997265907
ENST00000325674.11	ENSG00000153113	CAST	protein_coding	5.01726618025112	0.0067571000683842
ENST00000595196.5	ENSG00000105323	HNRNPUL1	nonsense_mediated_decay	-0.489727067928304	0.0067571000683842
ENST00000573034.8	ENSG00000266028	SRGAP2	protein_coding	-0.39249924531487	0.0067571000683842
ENST00000457853.1	ENSG00000203999	LINC01270	lncRNA	1.60341289399702	0.00676600557689323
ENST00000692195.1	ENSG00000148835	TAF5	protein_coding	4.00734055353569	0.00676600557689323
ENST00000374907.7	ENSG00000138448	ITGAV	protein_coding	-4.51381765038031	0.00676600557689323
ENST00000592434.5	ENSG00000130204	TOMM40	protein_coding	0.415953614069145	0.0067688146572062
MSTRG.4649.2	NA	NA	NA	0.384659420332589	0.00676884538203607
ENST00000580191.5	ENSG00000134504	KCTD1	protein_coding	0.57559158869837	0.00676893579700948
ENST00000519860.3	ENSG00000113719	ERGIC1	protein_coding_CDS_not_defined	-1.7181978255487	0.00677580490272467
ENST00000295522.4	ENSG00000163347	CLDN1	protein_coding	-0.489862425354011	0.00677802637223682
ENST00000432329.6	ENSG00000118260	CREB1	protein_coding	-0.318355152517159	0.00678128929564673
ENST00000307712.11	ENSG00000100934	SEC23A	protein_coding	-0.239078891707882	0.00678180905297866
ENST00000632956.1	ENSG00000276130	SLC22A18	retained_intron	0.644539758691968	0.00678881935768883
ENST00000511335.5	ENSG00000146263	MMS22L	retained_intron	0.700774895145062	0.00679371083202322
ENST00000253233.6	ENSG00000130921	MTRFR	protein_coding	-0.397025849588623	0.0067970792100312
ENST00000326181.11	ENSG00000131653	TRAF7	protein_coding	-0.272888110707253	0.00679936712971139
MSTRG.19981.2	NA	NA	NA	-0.396889849813461	0.00679936712971139
ENST00000541009.6	ENSG00000090612	ZNF268	protein_coding	0.589107756957376	0.00680162862218896
MSTRG.16805.10	NA	NA	NA	0.421318311849464	0.00684963942273939
MSTRG.23769.5	NA	NA	NA	-2.77132634686536	0.00687639348293287
ENST00000689955.1	ENSG00000155363	MOV10	retained_intron	-4.71940966897431	0.00689860432973359
ENST00000237530.11	ENSG00000118705	RPN2	protein_coding	0.268176009748093	0.006914543101074
ENST00000377659.1	ENSG00000106714	CNTNAP3	protein_coding	0.830090523045213	0.006914543101074
ENST00000541428.5	ENSG00000198363	ASPH	protein_coding	-0.247930064582073	0.00692120218312635
ENST00000673836.1	ENSG00000196517	SLC6A9	protein_coding	4.14738446775801	0.00692325016610357
ENST00000451500.5	ENSG00000173559	NABP1	nonsense_mediated_decay	-1.31224919471963	0.00695476690772182
ENST00000376083.7	ENSG00000135049	AGTPBP1	protein_coding	0.690135601591155	0.00695883357539805
ENST00000548033.5	ENSG00000004455	AK2	protein_coding	-0.558774085744037	0.00695883357539805
ENST00000229395.8	ENSG00000111790	FGFR1OP2	protein_coding	0.347049345925769	0.00696467823228815
ENST00000314340.10	ENSG00000177674	AGTRAP	protein_coding	-0.369105180284327	0.0069774759289364
ENST00000313777.9	ENSG00000010361	FUZ	protein_coding	-1.00750867773576	0.00699856229530768
ENST00000402394.6	ENSG00000138028	CGREF1	protein_coding	-1.25542628666635	0.00699856229530768
ENST00000439958.8	ENSG00000149532	CPSF7	protein_coding	0.326469249908658	0.00700882312003671
ENST00000440286.6	ENSG00000269335	IKBKG	protein_coding	1.44239946112827	0.00702102921806659
ENST00000307227.10	ENSG00000172340	SUCLG2	protein_coding	-0.255741697314647	0.00702158884740484
ENST00000259119.9	ENSG00000136603	SKIL	protein_coding	0.41254620819974	0.0070388155831119
ENST00000471710.2	ENSG00000083544	TDRD3	retained_intron	0.891126553905099	0.00704265236004032
ENST00000586803.1	ENSG00000179218	CALR	retained_intron	-1.35537465406942	0.00705516256025704
ENST00000334705.12	ENSG00000176853	FAM91A1	protein_coding	0.276961217613073	0.00705661565695691
ENST00000217407.3	ENSG00000129988	LBP	protein_coding	-3.31045301157711	0.00706211894257157
ENST00000619735.4	ENSG00000100109	TFIP11	protein_coding	4.05462219016996	0.00708121475253304
ENST00000487651.5	ENSG00000146828	SLC12A9	retained_intron	-0.859344801165541	0.00708121475253304
MSTRG.14119.9	NA	NA	NA	-0.52945741106192	0.00708354034674986
ENST00000371323.3	ENSG00000158290	CUL4B	protein_coding	-1.67075274135751	0.00708554999226153
ENST00000424785.7	ENSG00000079150	FKBP7	protein_coding	-0.615138838109915	0.00709365805419624
ENST00000439706.5	ENSG00000111371	SLC38A1	protein_coding	-0.650254037757267	0.00709447373254239
ENST00000439761.3	ENSG00000106258	CYP3A5	protein_coding	1.67232342233646	0.00712330536041975
ENST00000555678.1	ENSG00000155465	SLC7A7	retained_intron	2.26291419310154	0.00713721832588669
ENST00000311916.8	ENSG00000107815	TWNK	protein_coding	-0.416204076864188	0.00713907225801639
ENST00000423759.6	ENSG00000147133	TAF1	protein_coding	-0.779620247395522	0.0071451315765324
ENST00000229195.8	ENSG00000111596	CNOT2	protein_coding	0.278133074646376	0.00715183633159169
ENST00000543758.5	ENSG00000198040	ZNF84	protein_coding	0.362900871507236	0.00715183633159169
ENST00000551983.1	ENSG00000166598	HSP90B1	retained_intron	-0.910859948948471	0.00718004756709418
ENST00000225916.10	ENSG00000108773	KAT2A	protein_coding	-0.329216558349151	0.00718004756709418
ENST00000642886.1	ENSG00000168036	CTNNB1	protein_coding	-5.24167486446383	0.00718456715506596
ENST00000339485.4	ENSG00000187650	VMAC	protein_coding	1.03934025805811	0.00718871842765609
ENST00000264568.8	ENSG00000138696	BMPR1B	protein_coding	0.904663570038136	0.00718984784139216
ENST00000418910.2	ENSG00000213639	PPP1CB	protein_coding	-0.728315891852597	0.00722562753764471
MSTRG.22574.7	NA	NA	NA	-4.17883127740283	0.00722704673564468
MSTRG.23696.4	NA	NA	NA	-0.310626756638051	0.00722704673564468
ENST00000258607.10	ENSG00000136108	CKAP2	protein_coding	-0.453282769108746	0.00725786630089778
ENST00000418022.2	ENSG00000144381	HSPD1	protein_coding	-1.16487200713109	0.00725806139591219
ENST00000473071.1	ENSG00000141738	GRB7	retained_intron	1.98842742349159	0.00726031620188949
ENST00000368636.9	ENSG00000176171	BNIP3	protein_coding	-0.334562434298489	0.0072688724212685
ENST00000308370.11	ENSG00000090006	LTBP4	protein_coding	-0.738640604377248	0.00727954636839035
ENST00000392133.7	ENSG00000079246	XRCC5	protein_coding	-0.530711713753315	0.00728921041113371
ENST00000532091.1	ENSG00000109971	HSPA8	retained_intron	-0.580700542219517	0.00730496662647302
ENST00000536163.6	ENSG00000257093	DENND11	protein_coding	0.890332323213141	0.00730496662647302
ENST00000307546.14	ENSG00000081026	MAGI3	protein_coding	0.599210776789676	0.00730496662647302
ENST00000298910.12	ENSG00000188906	LRRK2	protein_coding	0.975709625356243	0.00730496662647302
MSTRG.4613.8	NA	NA	NA	-0.262567653241077	0.00730496662647302
ENST00000419842.1	ENSG00000154822	PLCL2	protein_coding	4.31491642555885	0.00734725657531717
ENST00000400968.7	ENSG00000116747	RO60	protein_coding	-0.445128365076431	0.00735301131773354
ENST00000623271.1	ENSG00000140859	KIFC3	TEC	0.878302976040545	0.00735659932892069
ENST00000672896.1	ENSG00000186575	NF2	protein_coding	-0.752913423568981	0.00736754652228247
ENST00000604555.5	ENSG00000120708	TGFBI	protein_coding	-1.26651914398354	0.00737941347966834
ENST00000484515.1	ENSG00000088826	SMOX	protein_coding_CDS_not_defined	-1.24335135031247	0.00738511595163359
ENST00000447480.5	ENSG00000146833	TRIM4	protein_coding	-3.34005381146309	0.00739479420575521
ENST00000587921.1	ENSG00000159917	ZNF235	retained_intron	0.881388802992631	0.00739562503170664
ENST00000262456.6	ENSG00000119509	INVS	protein_coding	-0.684784303622853	0.00741425892521496
ENST00000472295.1	ENSG00000125877	ITPA	protein_coding_CDS_not_defined	0.788075198726346	0.00741719249241462
ENST00000685843.1	ENSG00000081177	EXD2	protein_coding	0.453726313154554	0.00743537688212813
MSTRG.26701.6	NA	NA	NA	-0.810360352134486	0.0074377108927424
ENST00000361673.4	ENSG00000198796	ALPK2	protein_coding	-0.738027608536355	0.0074408723663395
ENST00000238738.9	ENSG00000119729	RHOQ	protein_coding	-0.433343258057881	0.00744367246076785
MSTRG.3269.6	NA	NA	NA	4.37118403972606	0.00744367246076785
ENST00000457382.6	ENSG00000226916	WDR46	protein_coding	-0.310169566772002	0.00744875102122053
ENST00000432933.6	ENSG00000204221	WDR46	protein_coding	-0.310169566772002	0.00744875102122053
ENST00000498768.1	ENSG00000115084	SLC35F5	retained_intron	-0.944955465788009	0.00744875102122053
ENST00000659716.1	ENSG00000075711	DLG1	protein_coding	4.40196957729235	0.00744875102122053
ENST00000459994.2	ENSG00000078808	SDF4	protein_coding_CDS_not_defined	-3.77686184771937	0.00746099904971995
ENST00000600406.2	ENSG00000087074	PPP1R15A	protein_coding	0.8668935858427	0.00748085069860275
ENST00000644701.1	ENSG00000073584	SMARCE1	protein_coding	0.270998454635757	0.00748450923556923
ENST00000593892.5	ENSG00000178980	SELENOW	protein_coding	-0.767009165966509	0.00749443944760543
ENST00000590513.3	ENSG00000266962	HSD17B1-AS1	lncRNA	-0.47460472477054	0.00750390459048508
ENST00000678984.1	ENSG00000091136	LAMB1	retained_intron	0.640525126235726	0.00753006514059965
ENST00000412649.5	ENSG00000070371	CLTCL1	retained_intron	-0.648061259661114	0.00754995463774766
ENST00000296597.10	ENSG00000164182	NDUFAF2	protein_coding	-0.580324851061546	0.00755339798465489
ENST00000307892.13	ENSG00000103018	CYB5B	protein_coding	0.676967216354799	0.00755339798465489
ENST00000381132.6	ENSG00000159200	RCAN1	protein_coding	0.45364176338351	0.00755440929790425
ENST00000354532.8	ENSG00000076928	ARHGEF1	protein_coding	-0.583657177196057	0.00757920498957188
ENST00000379789.8	ENSG00000170525	PFKFB3	protein_coding	0.438921203790278	0.00758129648679201
ENST00000466110.5	ENSG00000204843	DCTN1	retained_intron	-0.511842747419243	0.00758998220968513
ENST00000210187.11	ENSG00000167964	RAB26	protein_coding	0.760568405551824	0.00759543858732822
MSTRG.17624.3	NA	NA	NA	-0.35698239827452	0.00760377553269403
ENST00000311234.9	ENSG00000102786	INTS6	protein_coding	0.592797759942717	0.00762319531636794
ENST00000430118.1	ENSG00000029993	HMGB3	protein_coding	0.751054221738729	0.00762319531636794
MSTRG.29048.3	NA	NA	NA	-0.956999946022427	0.0076344391379729
ENST00000450538.5	ENSG00000164828	SUN1	protein_coding_CDS_not_defined	0.516293468543677	0.00763652750494228
MSTRG.8560.2	NA	NA	NA	3.38507316976777	0.0076381902576254
ENST00000515000.1	ENSG00000157510	AFAP1L1	protein_coding	-1.4596365025966	0.00764001586094339
ENST00000617110.4	ENSG00000273814	OCLN	protein_coding	0.926828064811684	0.00765786751281718
ENST00000527842.6	ENSG00000149547	EI24	protein_coding	-0.506040915691193	0.00766029894456351
MSTRG.19335.5	NA	NA	NA	2.14855610907609	0.00766403172477564
ENST00000217043.4	ENSG00000101074	R3HDML	protein_coding	-2.81033767431613	0.00766418095284507
MSTRG.5143.2	NA	NA	NA	2.04487285812596	0.00766418095284507
ENST00000253144.13	ENSG00000130844	ZNF331	protein_coding	0.398003076963864	0.00766678801988097
ENST00000571691.6	ENSG00000184009	ACTG1	protein_coding	-0.746420704983585	0.00767871108517064
ENST00000643441.1	ENSG00000170381	SEMA3E	protein_coding_CDS_not_defined	-1.76903668447791	0.00769273712398661
ENST00000521420.5	ENSG00000055163	CYFIP2	protein_coding	-4.32924733324551	0.00770353906604756
ENST00000336755.10	ENSG00000147905	ZCCHC7	protein_coding	-0.418414991261778	0.00771851402639702
ENST00000392894.8	ENSG00000082996	RNF13	protein_coding	0.303618792117106	0.00773976771697129
ENST00000330010.12	ENSG00000162614	NEXN	protein_coding	-1.95604528390799	0.00775406952413284
ENST00000557441.5	ENSG00000090061	CCNK	protein_coding	-4.04274456887665	0.00777381775742446
MSTRG.3581.4	NA	NA	NA	-0.743633627336939	0.00777670240272777
ENST00000472531.5	ENSG00000196418	ZNF124	protein_coding	1.07248308092538	0.00778158936401628
ENST00000568230.5	ENSG00000103550	KNOP1	protein_coding	-0.52535993786972	0.00779316650134849
MSTRG.15695.4	NA	NA	NA	0.948782152298099	0.00779316650134849
ENST00000567488.1	ENSG00000261826		lncRNA	1.24024057607708	0.00779701461067283
ENST00000228741.8	ENSG00000111145	ELK3	protein_coding	-0.243165951980584	0.00780092646674068
MSTRG.13306.8	NA	NA	NA	-0.259803524785403	0.00780092646674068
ENST00000507943.2	ENSG00000038219	BOD1L1	protein_coding	-0.56284283380916	0.0078053115738421
ENST00000396078.7	ENSG00000179152	TCAIM	protein_coding	1.1520248151901	0.00781595571193142
ENST00000333449.9	ENSG00000185475	TMEM179B	protein_coding	0.332009151233868	0.00782020889004079
